iter	RMSE
139	35.54012967
140	35.4699159
141	35.38882366
142	35.24903071
143	35.14494422
144	35.07856005
145	34.99514321
146	34.9189487
147	34.81637525
148	34.675655
149	34.57623444
150	34.42234295
151	34.33694982
152	34.27180701
153	34.17765306
154	34.09231895
155	33.98800723
156	33.85114876
157	33.78295782
158	33.69577901
159	33.60119548
160	33.487202
161	33.39297014
162	33.32314558
163	33.25413108
164	33.14258354
165	33.0742335
166	32.97920927
167	32.90136763
168	32.85405051
169	32.77842276
170	32.73311525
171	32.60128856
172	32.49527124
173	32.40695096
174	32.34184234
175	32.30778216
176	32.21176365
177	32.0797494
178	32.0107337
179	31.95459585
180	31.8882797
181	31.76814496
182	31.71916346
183	31.5677582
184	31.45889632
185	31.37017452
186	31.22584399
187	31.06700083
188	31.03218612
189	30.99474951
190	30.93758307
191	30.87374948
192	30.78881828
193	30.76128243
194	30.67093544
195	30.60357611
196	30.50855302
197	30.46408218
198	30.40795139
199	30.30180579
200	30.14161768
201	30.00893864
202	29.93767721
203	29.87363329
204	29.81694377
205	29.76409573
206	29.68268301
207	29.59421033
208	29.5227548
209	29.4730478
210	29.40079771
211	29.32990917
212	29.30441525
213	29.23531796
214	29.20193814
215	29.10773767
216	29.03422484
217	28.96471913
218	28.91109444
219	28.8131722
220	28.75337878
221	28.66577425
222	28.63901466
223	28.54028392
224	28.43380991
225	28.3725079
226	28.26374646
227	28.18538674
228	28.12307574
229	28.00959708
230	27.91980282
231	27.88476116
232	27.84386795
233	27.7562788
234	27.67772954
235	27.57018773
236	27.52257964
237	27.49850831
238	27.47215677
239	27.40069833
240	27.34776572
241	27.30444242
242	27.23308235
243	27.13428543
244	27.09476766
245	26.99619768
246	26.94428101
247	26.82250812
248	26.77812396
249	26.70410795
250	26.62593167
251	26.51239405
252	26.42553389
253	26.38855712
254	26.31366788
255	26.28917991
256	26.26512892
257	26.19627046
258	26.14041663
259	26.03010761
260	25.93484898
261	25.85926592
262	25.77639969
263	25.75706608
264	25.70440556
265	25.61289767
266	25.58903886
267	25.49264397
268	25.46054395
269	25.42747033
270	25.40422575
271	25.33309012
272	25.26814326
273	25.22198853
274	25.16034727
275	25.11948908
276	25.0780907
277	24.97223466
278	24.93098717
279	24.87895649
280	24.80299354
281	24.77024075
282	24.71873764
283	24.646769
284	24.61803649
285	24.54362804
286	24.51955404
287	24.49794156
288	24.45982455
289	24.366255
290	24.313773
291	24.28948284
292	24.20631993
293	24.14137075
294	24.11996483
295	24.04824676
296	24.03235619
297	23.93652798
298	23.89734542
299	23.88643162
300	23.86511306
301	23.83045763
302	23.81906273
303	23.73907843
304	23.6686193
305	23.58440042
306	23.52577112
307	23.49931615
308	23.43552678
309	23.41965355
310	23.36582961
311	23.35897337
312	23.29516082
313	23.2552719
314	23.24521292
315	23.19668865
316	23.12223161
317	23.09894711
318	23.0371542
319	23.00133187
320	22.88679639
321	22.87182677
322	22.84377787
323	22.8145959
324	22.74857326
325	22.69890167
326	22.63759057
327	22.59584439
328	22.51021744
329	22.44302704
330	22.39435675
331	22.32093654
332	22.23800331
333	22.18893181
334	22.13652858
335	22.10302011
336	22.06347354
337	21.98845741
338	21.93537872
339	21.89145781
340	21.78783328
341	21.76541707
342	21.69320672
343	21.68044617
344	21.61610573
345	21.58238285
346	21.54347457
347	21.51813361
348	21.49056803
349	21.39098926
350	21.36945345
351	21.35570702
352	21.27724215
353	21.27123328
354	21.20726223
355	21.1577798
356	21.10179204
357	21.07579025
358	21.03250812
359	21.0275411
360	20.97157966
361	20.96414964
362	20.8983616
363	20.87576341
364	20.80613504
365	20.77149112
366	20.74019783
367	20.67762456
368	20.65594303
369	20.58051681
370	20.49492228
371	20.47113737
372	20.46372338
373	20.41259913
374	20.3635917
375	20.33116142
376	20.27655013
377	20.1770391
378	20.16172051
379	20.11504801
380	20.09521903
381	20.0339417
382	20.01292763
383	19.9714093
384	19.90515073
385	19.85599677
386	19.82546046
387	19.74360923
388	19.73844515
389	19.69886232
390	19.66941706
391	19.62170826
392	19.59883908
393	19.55371901
394	19.51376083
395	19.49548347
396	19.40333776
397	19.37640997
398	19.33444361
399	19.28435631
400	19.25005323
401	19.19829858
402	19.1000156
403	19.03043387
404	18.9398087
405	18.8917683
406	18.84919634
407	18.8273749
408	18.80152153
409	18.75884202
410	18.72500758
411	18.68234593
412	18.67300104
413	18.65629079
414	18.56171082
415	18.53772171
416	18.53278006
417	18.4989441
418	18.44204995
419	18.40945725
420	18.37168077
421	18.34165813
422	18.29520422
423	18.2427131
424	18.19021016
425	18.15069294
426	18.13694159
427	18.12085033
428	18.10387634
429	18.07455406
430	18.01032877
431	17.97776978
432	17.92842106
433	17.88981584
434	17.88482039
435	17.84469962
436	17.82117268
437	17.76163635
438	17.72374937
439	17.70101513
440	17.66641986
441	17.63555002
442	17.62618272
443	17.57824055
444	17.55085357
445	17.52579236
446	17.49920228
447	17.46017263
448	17.41773623
449	17.37654673
450	17.34677577
451	17.32610853
452	17.30655294
453	17.28966979
454	17.26542338
455	17.22811576
456	17.2107554
457	17.19052089
458	17.13945071
459	17.10775402
460	17.10439154
461	17.08823731
462	17.08587755
463	17.07817364
464	17.06323555
465	17.05929182
466	17.03790427
467	17.03604849
468	17.02448306
469	16.99495172
470	16.94296161
471	16.93758149
472	16.90112552
473	16.88477873
474	16.83774952
475	16.80925886
476	16.76652299
477	16.7421517
478	16.71825133
479	16.71272591
480	16.67093033
481	16.60635749
482	16.56826566
483	16.52160539
484	16.49414925
485	16.45599899
486	16.42983229
487	16.39031073
488	16.36790334
489	16.34021927
490	16.30440676
491	16.28165816
492	16.26696321
493	16.23406466
494	16.23164313
495	16.17082682
496	16.15663088
497	16.1433016
498	16.09068243
499	16.06706569
500	16.04992139
501	16.04812021
502	16.02806103
503	16.00827844
504	15.94756306
505	15.91096182
506	15.90444697
507	15.90178822
508	15.8526879
509	15.83083579
510	15.77895427
511	15.73091063
512	15.68242075
513	15.65628493
514	15.6218612
515	15.58808906
516	15.55152605
517	15.54632894
518	15.5276132
519	15.49752557
520	15.49003735
521	15.46825505
522	15.45815739
523	15.43088305
524	15.38473442
525	15.35929061
526	15.33288384
527	15.29739456
528	15.25271466
529	15.2257476
530	15.19737036
531	15.1836692
532	15.18131611
533	15.15514711
534	15.11215997
535	15.09088245
536	15.06275287
537	15.05698607
538	15.03004204
539	15.00351669
540	14.99838872
541	14.95320842
542	14.92174796
543	14.90236623
544	14.84253134
545	14.80838439
546	14.78142871
547	14.75468565
548	14.75244326
549	14.69658029
550	14.67000858
551	14.64586626
552	14.62832614
553	14.58392477
554	14.57028166
555	14.56538642
556	14.5430826
557	14.49556153
558	14.47903273
559	14.4467008
560	14.43586177
561	14.43010282
562	14.41604317
563	14.39853002
564	14.36663142
565	14.3640066
566	14.33303759
567	14.30483265
568	14.29516437
569	14.27900157
570	14.23952471
571	14.21465692
572	14.19289718
573	14.18491917
574	14.16071086
575	14.15642034
576	14.15431081
577	14.15094804
578	14.14920138
579	14.12517056
580	14.11605637
581	14.09817912
582	14.06119969
583	14.0453372
584	14.005726
585	14.00082958
586	13.96353771
587	13.93407552
588	13.91719816
589	13.88841183
590	13.86771758
591	13.85168138
592	13.82042411
593	13.80540394
594	13.79185903
595	13.78987271
596	13.75545229
597	13.72277927
598	13.68398086
599	13.67434459
600	13.64980453
601	13.64380949
602	13.61873302
603	13.59897853
604	13.56851653
605	13.54420827
606	13.52562542
607	13.50147722
608	13.48784195
609	13.45849945
610	13.44670903
611	13.40449428
612	13.39654654
613	13.36748144
614	13.34769641
615	13.32508724
616	13.30671995
617	13.2828432
618	13.27818774
619	13.24980341
620	13.23972346
621	13.21662062
622	13.20518814
623	13.19054958
624	13.16547798
625	13.14876973
626	13.13618537
627	13.11697231
628	13.10420359
629	13.09705908
630	13.08741539
631	13.06579765
632	13.06117731
633	13.05937739
634	13.03566265
635	13.00804875
636	12.9828714
637	12.96310362
638	12.93189952
639	12.91936182
640	12.91069606
641	12.90908533
642	12.89831484
643	12.88391712
644	12.85075573
645	12.83682504
646	12.8110017
647	12.79744882
648	12.76178332
649	12.75133135
650	12.74815903
651	12.70029664
652	12.68194865
653	12.64936252
654	12.62030928
655	12.58826319
656	12.57789019
657	12.53968062
658	12.52593597
659	12.5041624
660	12.48141563
661	12.46604495
662	12.4434372
663	12.43284421
664	12.4309027
665	12.40613858
666	12.3979645
667	12.37161607
668	12.34396558
669	12.31190834
670	12.29523088
671	12.27487847
672	12.25810395
673	12.25101556
674	12.23462627
675	12.20978355
676	12.2080634
677	12.18979533
678	12.15089824
679	12.09649514
680	12.05613551
681	12.05286052
682	12.05133758
683	12.04212087
684	12.02451397
685	12.00958189
686	12.0076645
687	11.98777057
688	11.97744564
689	11.96021788
690	11.94196456
691	11.93087288
692	11.9125328
693	11.89416968
694	11.87292078
695	11.87033246
696	11.85295242
697	11.85087412
698	11.84347116
699	11.81339744
700	11.79273875
701	11.7832277
702	11.76472599
703	11.74571919
704	11.71885304
705	11.71029559
706	11.69475911
707	11.68705344
708	11.67121078
709	11.63616414
710	11.62516793
711	11.59860928
712	11.57809709
713	11.57677716
714	11.56335836
715	11.53535085
716	11.51258247
717	11.48698746
718	11.47138344
719	11.4482748
720	11.43656235
721	11.41339842
722	11.38437919
723	11.36760538
724	11.35208957
725	11.3459501
726	11.33673686
727	11.33339967
728	11.31882667
729	11.30203355
730	11.30083926
731	11.27693701
732	11.2525985
733	11.24931241
734	11.24443473
735	11.22776095
736	11.20044324
737	11.19529581
738	11.18390086
739	11.16180958
740	11.15307568
741	11.14582421
742	11.14471845
743	11.14200491
744	11.1257653
745	11.10938512
746	11.10295193
747	11.08742967
748	11.05713015
749	11.02808984
750	10.9965139
751	10.97718609
752	10.95834706
753	10.93294019
754	10.93162206
755	10.90311261
756	10.89218133
757	10.86977477
758	10.84854824
759	10.8270396
760	10.82095251
761	10.80480086
762	10.79452614
763	10.78172152
764	10.75555372
765	10.73408591
766	10.72310254
767	10.70132516
768	10.69123344
769	10.66804797
770	10.6466253
771	10.63568065
772	10.62237563
773	10.59438521
774	10.57121598
775	10.55370199
776	10.53392124
777	10.51645956
778	10.48902178
779	10.48169213
780	10.47305423
781	10.4578834
782	10.44605439
783	10.43291036
784	10.42635999
785	10.41433732
786	10.39185056
787	10.37633338
788	10.36345436
789	10.35318778
790	10.33646057
791	10.33193099
792	10.30828631
793	10.30012868
794	10.27302066
795	10.26081693
796	10.2567678
797	10.24648826
798	10.23705057
799	10.21857047
800	10.21689204
801	10.19177537
802	10.18283499
803	10.18161838
804	10.17155807
805	10.16198011
806	10.14742546
807	10.14687136
808	10.14504514
809	10.1353305
810	10.12881178
811	10.10659618
812	10.08569267
813	10.08402025
814	10.07792961
815	10.07379368
816	10.05174485
817	10.03168067
818	10.02545481
819	10.0166625
820	9.993994187
821	9.984823694
822	9.962858584
823	9.958564334
824	9.956392566
825	9.931977743
826	9.922341511
827	9.907588535
828	9.886134735
829	9.870615364
830	9.854982372
831	9.831217627
832	9.818368932
833	9.802469854
834	9.787165978
835	9.784093225
836	9.768472605
837	9.758299443
838	9.756084936
839	9.752505153
840	9.733983906
841	9.711655466
842	9.706056757
843	9.684894113
844	9.669180675
845	9.657343694
846	9.656057357
847	9.646887609
848	9.640329286
849	9.625611351
850	9.603119303
851	9.594094894
852	9.579101531
853	9.564189986
854	9.540499432
855	9.525097437
856	9.517151904
857	9.495286317
858	9.477963015
859	9.474235896
860	9.468629189
861	9.466765859
862	9.442380302
863	9.421058312
864	9.400013001
865	9.398453997
866	9.38006301
867	9.352534124
868	9.3429127
869	9.332360373
870	9.318337104
871	9.307803834
872	9.290000238
873	9.257206266
874	9.251093486
875	9.240314087
876	9.237136229
877	9.223179547
878	9.215280763
879	9.197481765
880	9.18744321
881	9.17640094
882	9.163103985
883	9.155840882
884	9.140585746
885	9.122115306
886	9.105119564
887	9.089117682
888	9.065195319
889	9.051314576
890	9.049439796
891	9.040471112
892	9.01469677
893	9.005041532
894	8.990984334
895	8.973022805
896	8.962887186
897	8.956534643
898	8.950233985
899	8.934123165
900	8.925946245
901	8.917447468
902	8.909693497
903	8.90227027
904	8.8933557
905	8.881642999
906	8.861354276
907	8.844738896
908	8.838387042
909	8.825128569
910	8.823167688
911	8.80487478
912	8.785937318
913	8.780000443
914	8.768076115
915	8.766539236
916	8.760286321
917	8.75092103
918	8.744847171
919	8.738991764
920	8.721341785
921	8.693666891
922	8.672024163
923	8.65766701
924	8.638119934
925	8.635698982
926	8.610437385
927	8.597478481
928	8.586166426
929	8.581514057
930	8.574983281
931	8.569950947
932	8.562270384
933	8.555144745
934	8.551327815
935	8.535302756
936	8.525439365
937	8.516994978
938	8.508093235
939	8.499224633
940	8.495516596
941	8.476211252
942	8.457938372
943	8.447918647
944	8.441101983
945	8.428165304
946	8.401838814
947	8.391019192
948	8.369568829
949	8.361894021
950	8.358830795
951	8.35463958
952	8.338601953
953	8.326400044
954	8.325127408
955	8.314394797
956	8.305935305
957	8.30064435
958	8.282366423
959	8.270074552
960	8.253252539
961	8.242171765
962	8.230749818
963	8.208476113
964	8.204037719
965	8.185746286
966	8.172126423
967	8.152124107
968	8.135464464
969	8.127784563
970	8.123587803
971	8.11062427
972	8.104768044
973	8.100610077
974	8.094732464
975	8.086877154
976	8.081874257
977	8.075218555
978	8.068303392
979	8.05850312
980	8.04636196
981	8.041589126
982	8.03288663
983	8.01753472
984	8.004497753
985	7.998187656
986	7.984352639
987	7.977701207
988	7.967096258
989	7.955043636
990	7.938237259
991	7.922765245
992	7.91048366
993	7.900912711
994	7.880404285
995	7.872113011
996	7.869058346
997	7.858942792
998	7.850268836
999	7.844806917
