iter	RMSE
182	31.6877253
183	31.63411979
184	31.52598733
185	31.41368937
186	31.32290112
187	31.22053278
188	31.08274679
189	31.02861539
190	30.99015267
191	30.91182501
192	30.84739615
193	30.7100109
194	30.65438913
195	30.61655411
196	30.59399457
197	30.48955192
198	30.39936809
199	30.24413226
200	30.10370051
201	29.99646341
202	29.95809625
203	29.87031528
204	29.83113965
205	29.69578277
206	29.56498024
207	29.48244461
208	29.37966486
209	29.32167592
210	29.25517369
211	29.15049438
212	29.06890228
213	28.97528838
214	28.91266891
215	28.83862669
216	28.73040196
217	28.63519228
218	28.5927582
219	28.5252116
220	28.46040479
221	28.34275782
222	28.19748486
223	28.08874138
224	28.0068556
225	27.92186137
226	27.89957792
227	27.79848992
228	27.72038838
229	27.69215747
230	27.62503781
231	27.53877215
232	27.44267358
233	27.39152373
234	27.34229733
235	27.22842067
236	27.08027615
237	26.98818288
238	26.89944627
239	26.80676217
240	26.70240632
241	26.61680255
242	26.5347502
243	26.45819456
244	26.33105493
245	26.28822515
246	26.25161443
247	26.11611708
248	26.05505777
249	25.9751007
250	25.92141053
251	25.84076798
252	25.74433594
253	25.6838556
254	25.59480971
255	25.50395139
256	25.43753334
257	25.36433463
258	25.29747114
259	25.27440154
260	25.25465945
261	25.18621326
262	25.09772569
263	25.0437625
264	25.00869669
265	24.97844529
266	24.89965941
267	24.83025481
268	24.81312814
269	24.72714081
270	24.61202123
271	24.54926825
272	24.50082166
273	24.43037247
274	24.36081199
275	24.27767905
276	24.21406445
277	24.15370047
278	24.05682824
279	23.98121301
280	23.88759179
281	23.83068381
282	23.80822476
283	23.73595755
284	23.67044295
285	23.64303574
286	23.57354446
287	23.5231786
288	23.45345122
289	23.42437358
290	23.41328243
291	23.32265572
292	23.30381396
293	23.21585502
294	23.19670168
295	23.08604487
296	23.02590697
297	22.92706583
298	22.87712338
299	22.79277174
300	22.7757391
301	22.69967343
302	22.65742376
303	22.61689444
304	22.50746559
305	22.48181233
306	22.46527265
307	22.42438251
308	22.33780526
309	22.31483577
310	22.254106
311	22.17618678
312	22.08919345
313	22.0726393
314	21.98100015
315	21.92607698
316	21.85205966
317	21.81139553
318	21.78640437
319	21.72504246
320	21.63129658
321	21.55156568
322	21.48514621
323	21.41353092
324	21.34858171
325	21.27003264
326	21.18520514
327	21.12621552
328	21.07024417
329	21.01264137
330	20.97438284
331	20.91330399
332	20.88417708
333	20.86120259
334	20.81178122
335	20.78666834
336	20.71721671
337	20.69748701
338	20.61996113
339	20.59838386
340	20.55722955
341	20.49687363
342	20.41487416
343	20.38341453
344	20.36313518
345	20.35081552
346	20.27153919
347	20.2329755
348	20.20180403
349	20.14449631
350	20.07843508
351	20.03590391
352	19.98510648
353	19.92632888
354	19.86509381
355	19.80817701
356	19.75356639
357	19.67049707
358	19.65476181
359	19.6105706
360	19.59066242
361	19.5648005
362	19.53477934
363	19.51800478
364	19.50480425
365	19.48325211
366	19.42869018
367	19.40938968
368	19.34514001
369	19.29975449
370	19.2450415
371	19.17458254
372	19.1653129
373	19.09948486
374	19.07621328
375	19.05210163
376	18.99957916
377	18.9876811
378	18.9680485
379	18.95426617
380	18.93324946
381	18.88879959
382	18.84249162
383	18.82572324
384	18.76808619
385	18.75049962
386	18.70912271
387	18.69349668
388	18.63031914
389	18.55812452
390	18.51348107
391	18.49126763
392	18.44933569
393	18.42152673
394	18.3959061
395	18.37538922
396	18.35641668
397	18.30500201
398	18.26481824
399	18.22142531
400	18.17675119
401	18.13589133
402	18.08814943
403	18.03866683
404	17.98391134
405	17.93226743
406	17.91604908
407	17.87497179
408	17.82228275
409	17.81030102
410	17.80436252
411	17.7942385
412	17.74617206
413	17.6764894
414	17.62808827
415	17.59896803
416	17.54023939
417	17.51187344
418	17.49173909
419	17.44862606
420	17.39391837
421	17.34162228
422	17.32728466
423	17.29556602
424	17.23465485
425	17.18978946
426	17.14598789
427	17.12901792
428	17.07076095
429	17.0634896
430	17.02051627
431	16.98634513
432	16.95142402
433	16.92154444
434	16.89486715
435	16.86672023
436	16.85858353
437	16.84932475
438	16.81182084
439	16.77561445
440	16.76185655
441	16.74856422
442	16.71877388
443	16.66382147
444	16.65440563
445	16.62869489
446	16.60358598
447	16.58427264
448	16.54467065
449	16.5193356
450	16.46470008
451	16.45004835
452	16.39458412
453	16.38868367
454	16.34837924
455	16.31161678
456	16.28120617
457	16.25087139
458	16.21508416
459	16.16415546
460	16.10409122
461	16.07468501
462	16.06260668
463	16.00832284
464	15.97997411
465	15.92977887
466	15.86497119
467	15.81554406
468	15.79651655
469	15.78535516
470	15.77767535
471	15.75842883
472	15.7232613
473	15.70853309
474	15.67798896
475	15.66129519
476	15.64480173
477	15.61321282
478	15.59152014
479	15.56152925
480	15.51805575
481	15.50006157
482	15.46381597
483	15.42072771
484	15.39712631
485	15.37286629
486	15.32322843
487	15.30225183
488	15.28459775
489	15.26147319
490	15.23494559
491	15.19111021
492	15.16262531
493	15.14161415
494	15.11215422
495	15.08340204
496	15.06068634
497	15.04329922
498	15.03390914
499	15.01164389
500	14.97893062
501	14.946909
502	14.91573305
503	14.89649595
504	14.88712836
505	14.88317162
506	14.8737377
507	14.84457643
508	14.83333192
509	14.81635985
510	14.79776531
511	14.77341156
512	14.73279893
513	14.67953286
514	14.66345806
515	14.64881113
516	14.61871879
517	14.5803561
518	14.53926761
519	14.51270851
520	14.50659393
521	14.46516553
522	14.44916395
523	14.41411563
524	14.37522533
525	14.34818923
526	14.33984456
527	14.29367276
528	14.25589748
529	14.22701089
530	14.21371844
531	14.20623071
532	14.18068719
533	14.1756108
534	14.16073732
535	14.13694783
536	14.12988446
537	14.10583396
538	14.09169451
539	14.07190745
540	14.02703556
541	14.01604592
542	13.99977952
543	13.98559799
544	13.94340051
545	13.91704869
546	13.90279189
547	13.86110924
548	13.85265393
549	13.84814603
550	13.83282166
551	13.81816995
552	13.78990247
553	13.78476829
554	13.76883627
555	13.74508355
556	13.72148005
557	13.70623314
558	13.6633751
559	13.64602831
560	13.63279969
561	13.58575876
562	13.57662344
563	13.55247784
564	13.54626458
565	13.53174445
566	13.51815065
567	13.48824258
568	13.45859951
569	13.41953158
570	13.37799491
571	13.36440333
572	13.32800248
573	13.31525309
574	13.29361791
575	13.28622112
576	13.25183341
577	13.21234612
578	13.18696677
579	13.1718248
580	13.14402259
581	13.11635552
582	13.10409013
583	13.07751394
584	13.05176199
585	13.03824849
586	13.03017989
587	12.98880308
588	12.95653423
589	12.94955897
590	12.92367165
591	12.90527475
592	12.88979075
593	12.86973882
594	12.86474862
595	12.83929309
596	12.82890639
597	12.78676745
598	12.77370799
599	12.75323102
600	12.74784949
601	12.72802927
602	12.69439002
603	12.68231153
604	12.64245261
605	12.63616057
606	12.63115674
607	12.61157325
608	12.6022775
609	12.56758307
610	12.54347768
611	12.51376716
612	12.4739148
613	12.44673979
614	12.41695393
615	12.40263038
616	12.36774705
617	12.33362099
618	12.30783858
619	12.28746865
620	12.25535159
621	12.25235359
622	12.23398977
623	12.20391614
624	12.19901078
625	12.19385669
626	12.16812651
627	12.13021402
628	12.08599283
629	12.07578316
630	12.0555721
631	12.01837271
632	12.0034527
633	11.97801085
634	11.97614428
635	11.96897209
636	11.96294023
637	11.92525688
638	11.91060961
639	11.8831273
640	11.87409379
641	11.85029185
642	11.84801735
643	11.84532452
644	11.81759548
645	11.8037757
646	11.76563133
647	11.76293461
648	11.74409217
649	11.72698716
650	11.71749382
651	11.67692258
652	11.65470046
653	11.62309149
654	11.62159268
655	11.58513231
656	11.55375295
657	11.53191609
658	11.5230638
659	11.50465046
660	11.48418662
661	11.46433838
662	11.44877158
663	11.4209813
664	11.41666162
665	11.40380754
666	11.39664975
667	11.38430195
668	11.35375102
669	11.33632427
670	11.31099407
671	11.27913301
672	11.26221942
673	11.2460663
674	11.23021219
675	11.20576321
676	11.18244169
677	11.17595246
678	11.15857114
679	11.14527698
680	11.1120117
681	11.08144831
682	11.05677178
683	11.05388272
684	11.02920478
685	11.0195888
686	10.973893
687	10.96755461
688	10.95521989
689	10.9328538
690	10.91873965
691	10.90611866
692	10.88733321
693	10.84494181
694	10.82095368
695	10.78961189
696	10.75264509
697	10.72923605
698	10.72168117
699	10.69315804
700	10.68050879
701	10.66481895
702	10.662199
703	10.64407679
704	10.63001633
705	10.6159837
706	10.5982613
707	10.59439117
708	10.57404071
709	10.5589068
710	10.54764777
711	10.53714929
712	10.51677861
713	10.49733063
714	10.47728642
715	10.45979217
716	10.4330312
717	10.40897402
718	10.39962064
719	10.39824122
720	10.38185996
721	10.37985234
722	10.36722183
723	10.33738612
724	10.33215121
725	10.31137231
726	10.30999957
727	10.29867907
728	10.27689363
729	10.25716247
730	10.24013829
731	10.23174234
732	10.20804476
733	10.19226393
734	10.17370257
735	10.16154507
736	10.14114593
737	10.12138979
738	10.1159263
739	10.11135505
740	10.10740863
741	10.07068229
742	10.0634024
743	10.03465528
744	10.0283271
745	10.01191459
746	9.998789655
747	9.989757799
748	9.97392791
749	9.971981791
750	9.946684517
751	9.921941155
752	9.906925809
753	9.896192124
754	9.887802389
755	9.886159141
756	9.878212414
757	9.844991667
758	9.831010022
759	9.813783775
760	9.805668025
761	9.78892421
762	9.775698839
763	9.771051507
764	9.754541833
765	9.73360215
766	9.724826377
767	9.711132977
768	9.683142281
769	9.679257843
770	9.661399431
771	9.647755464
772	9.617271739
773	9.61560725
774	9.589585237
775	9.580419039
776	9.56405619
777	9.547799312
778	9.537184999
779	9.517825561
780	9.51622376
781	9.508084756
782	9.487269729
783	9.477343683
784	9.455693253
785	9.438647489
786	9.422632018
787	9.413513115
788	9.399247795
789	9.382590666
790	9.365248871
791	9.348922175
792	9.337712119
793	9.317895274
794	9.296739046
795	9.264073821
796	9.240919723
797	9.237116287
798	9.222972395
799	9.205981878
800	9.200561439
801	9.18781837
802	9.162042788
803	9.149448318
804	9.142716721
805	9.14179472
806	9.131899964
807	9.111803212
808	9.103493084
809	9.087318027
810	9.074799827
811	9.057905716
812	9.050114514
813	9.034302321
814	9.024600293
815	9.014946164
816	8.998389063
817	8.984648094
818	8.968256011
819	8.954327077
820	8.938952979
821	8.923258718
822	8.901448674
823	8.898075313
824	8.896594191
825	8.879887594
826	8.864871937
827	8.849520208
828	8.837525826
829	8.835903225
830	8.825368939
831	8.815487071
832	8.800101263
833	8.786876347
834	8.777928298
835	8.759384636
836	8.757769067
837	8.753263233
838	8.741896235
839	8.740115482
840	8.727443602
841	8.713709312
842	8.707808904
843	8.701794569
844	8.682816339
845	8.674488543
846	8.664419628
847	8.660733015
848	8.644577001
849	8.643836305
850	8.643298044
851	8.629476351
852	8.611580606
853	8.600013389
854	8.598216151
855	8.587029898
856	8.566190079
857	8.543334575
858	8.52998508
859	8.519762809
860	8.5158701
861	8.507538931
862	8.494955373
863	8.492583979
864	8.484758825
865	8.456241403
866	8.44879096
867	8.431980673
868	8.422038973
869	8.411390894
870	8.393337334
871	8.383417516
872	8.360818293
873	8.344660665
874	8.334977194
875	8.321088596
876	8.306426961
877	8.29790737
878	8.289144584
879	8.287991404
880	8.275788186
881	8.272709408
882	8.264578822
883	8.253181291
884	8.231234249
885	8.216350621
886	8.202804292
887	8.189206692
888	8.18405227
889	8.170421292
890	8.156644283
891	8.148610125
892	8.137997371
893	8.136228618
894	8.120667108
895	8.110691335
896	8.095698288
897	8.085641341
898	8.081194258
899	8.068944488
900	8.055083666
901	8.040793612
902	8.019737564
903	8.005952643
904	8.000543515
905	7.995240873
906	7.974387857
907	7.966624654
908	7.949521952
909	7.928588049
910	7.920874804
911	7.915302643
912	7.893552472
913	7.886104721
914	7.875002048
915	7.870013029
916	7.862516035
917	7.850667839
918	7.836581869
919	7.813638852
920	7.806699399
921	7.79727796
922	7.789780541
923	7.781313692
924	7.770619275
925	7.75278691
926	7.738701815
927	7.727661863
928	7.718843343
929	7.701194794
930	7.687459976
931	7.681060826
932	7.672746829
933	7.665173847
934	7.65266014
935	7.649362059
936	7.631691115
937	7.616684127
938	7.609108739
939	7.600848084
940	7.583680598
941	7.575949365
942	7.574797297
943	7.563007992
944	7.556954306
945	7.542545274
946	7.541070961
947	7.524420794
948	7.505806131
949	7.497236474
950	7.482959979
951	7.478317877
952	7.461719636
953	7.450790205
954	7.449976072
955	7.443408937
956	7.413953986
957	7.405194486
958	7.39283642
959	7.389359912
960	7.377510748
961	7.364281126
962	7.35990855
963	7.348390754
964	7.338618818
965	7.331117018
966	7.330111731
967	7.317113602
968	7.314409308
969	7.293330176
970	7.275332258
971	7.273341038
972	7.262715675
973	7.260035969
974	7.258951571
975	7.250762118
976	7.242139283
977	7.230537142
978	7.222829369
979	7.207128512
980	7.202846511
981	7.194020175
982	7.179819839
983	7.174791684
984	7.170012939
985	7.162603263
986	7.140449643
987	7.1196075
988	7.112488935
989	7.095600693
990	7.091066023
991	7.074393947
992	7.066531453
993	7.054624915
994	7.047998646
995	7.038967997
996	7.03138994
997	7.028736353
998	7.019168325
999	7.009856755
